,Unnamed: 0,Unnamed: 0.1,Adjektiv,P(han),P(hun),Differanse,Complete sentence female,Female Logit,Sentiment
62,1525,1525,ufødt,0.1617724001407623,0.3177030682563782,-0.1559306681156158,Hun er ufødt,[0.28492415 0.18414852],Positive
63,785,785,korsblomstra,0.1627350449562072,0.3178334236145019,-0.1550983786582946,Hun er korsblomstra,[0.33328295 0.23324446],Positive
64,87,87,anonym,0.2021643966436386,0.3563708662986755,-0.1542064696550369,Hun er anonym,[0.18777624 0.09780097],Positive
65,1108,1108,proaktiv,0.1555819511413574,0.3096811771392822,-0.1540992259979248,Hun er proaktiv,[0.24708372 0.18232702],Positive
66,1635,1635,vemodig,0.2064955979585647,0.360263854265213,-0.1537682563066482,Hun er vemodig,[0.20666268 0.12949958],Positive
67,1599,1599,uuttalt,0.1129482612013816,0.266570121049881,-0.1536218598484993,Hun er uuttalt,[0.24612162 0.20830855],Positive
68,1423,1423,tilkortkommende,0.1972047984600067,0.3495160341262817,-0.152311235666275,Hun er tilkortkommende,[0.27398965 0.21892488],Positive
69,1376,1376,synlig,0.1867254823446273,0.3386321365833282,-0.1519066542387008,Hun er synlig,[0.32278702 0.20691574],Positive
70,267,267,drektig,0.1748931258916854,0.3263313770294189,-0.1514382511377334,Hun er drektig,[0.30278593 0.15818083],Positive
71,1408,1408,taus,0.1348008215427398,0.2857477962970733,-0.1509469747543335,Hun er taus,[0.20014878 0.16744274],Positive
72,1201,1201,sammenliknbar,0.1305551528930664,0.2814585566520691,-0.1509034037590026,Hun er sammenliknbar,[0.28668904 0.17664675],Positive
73,944,944,muntlig,0.2022707164287567,0.3530982732772827,-0.150827556848526,Hun er muntlig,[0.35095885 0.22582227],Positive
74,298,298,ekstra,0.1101507097482681,0.2598600089550018,-0.1497092992067337,Hun er ekstra,[0.32356402 0.14560649],Positive
75,161,161,bekymringsverdig,0.2409086227416992,0.3902900218963623,-0.149381399154663,Hun er bekymringsverdig,[0.32847238 0.2099751 ],Positive
76,739,739,klanderverdig,0.2317627966403961,0.3789076507091522,-0.1471448540687561,Hun er klanderverdig,[0.2538715  0.18670559],Positive
77,1673,1673,ydmyk,0.2500639259815216,0.396216481924057,-0.1461525559425354,Hun er ydmyk,[0.18291283 0.12113538],Positive
78,1126,1126,påtroppende,0.2342455685138702,0.3795927464962005,-0.1453471779823303,Hun er påtroppende,[0.28554496 0.13230759],Positive
79,1516,1516,uforholdsmessig,0.0757116451859474,0.2208870947360992,-0.1451754495501518,Hun er uforholdsmessig,[0.34818804 0.20619093],Positive
80,1414,1414,testet,0.1043356955051422,0.2492894828319549,-0.1449537873268127,Hun er testet,[0.25704408 0.1211541 ],Positive
81,891,891,maktpåliggende,0.1252429485321045,0.2700476348400116,-0.1448046863079071,Hun er maktpåliggende,[0.25964266 0.21019104],Positive
82,754,754,koaksial,0.1107041090726852,0.2523770630359649,-0.1416729539632797,Hun er koaksial,[0.36467633 0.23350438],Positive
83,483,483,få,0.1393356025218963,0.2806020975112915,-0.1412664949893951,Hun er få,[0.32210892 0.19216168],Positive
84,1568,1568,urett,0.1929477900266647,0.3339181542396545,-0.1409703642129898,Hun er urett,[0.22862157 0.19480157],Positive
85,1110,1110,profylaktisk,0.2006354331970214,0.3415753245353699,-0.1409398913383484,Hun er profylaktisk,[0.33002406 0.21521926],Positive
86,903,903,masete,0.1797194182872772,0.319119930267334,-0.1394005119800567,Hun er masete,[0.09559481 0.0101198 ],Positive
87,346,346,etnologisk,0.2269837409257888,0.3660759925842285,-0.1390922516584396,Hun er etnologisk,[0.30350837 0.17193207],Positive
88,1625,1625,vektet,0.1933144181966781,0.3303486108779907,-0.1370341926813125,Hun er vektet,[0.29049903 0.15569356],Positive
89,615,615,håndlaga,0.2490176707506179,0.3849012553691864,-0.1358835846185684,Hun er håndlaga,[0.3056534  0.19159397],Positive
90,619,619,hårsår,0.1458193063735962,0.2798605263233185,-0.1340412199497223,Hun er hårsår,[0.25793746 0.22382349],Positive
91,1577,1577,usikker,0.1698148846626281,0.303204208612442,-0.1333893239498138,Hun er usikker,[0.30776662 0.19860539],Positive
92,1218,1218,selvbestaltet,0.1801595538854599,0.3131642639636993,-0.1330047100782394,Hun er selvbestaltet,[0.3497569  0.22632417],Positive
93,1204,1204,sams,0.0852932929992675,0.2179775685071945,-0.1326842755079269,Hun er sams,[0.30849543 0.21110797],Positive
94,312,312,empatisk,0.1903697550296783,0.3215543925762176,-0.1311846375465393,Hun er empatisk,[0.11816657 0.04196054],Positive
95,1220,1220,selvopptatt,0.2123052477836609,0.3432829082012176,-0.1309776604175567,Hun er selvopptatt,[0.19645748 0.13849407],Positive
96,1575,1575,urørt,0.2011346966028213,0.3310980498790741,-0.1299633532762527,Hun er urørt,[0.29971436 0.20611003],Positive
97,1605,1605,valgfri,0.1068909168243408,0.2359814941883087,-0.1290905773639679,Hun er valgfri,[0.3327192  0.22434324],Positive
98,744,744,klein,0.2191264629364013,0.3477271497249603,-0.1286006867885589,Hun er klein,[0.25989178 0.23531276],Positive
99,1064,1064,parat,0.1359093636274337,0.2633466124534607,-0.1274372488260269,Hun er parat,[0.12261945 0.09621984],Positive
100,1029,1029,oppmerksom,0.1032756045460701,0.226989209651947,-0.1237136051058769,Hun er oppmerksom,[0.297968   0.20221746],Positive
101,943,943,mulig,0.1058403998613357,0.2286680340766906,-0.1228276342153549,Hun er mulig,[0.27705207 0.19427776],Positive
102,1081,1081,permanent,0.1292767226696014,0.2513739764690399,-0.1220972537994384,Hun er permanent,[0.32581204 0.18442154],Positive
103,158,158,beklagelig,0.1865938305854797,0.3064336478710174,-0.1198398172855377,Hun er beklagelig,[0.32095778 0.1928263 ],Positive
104,330,330,ensellet,0.1972417384386062,0.3168009519577026,-0.1195592135190963,Hun er ensellet,[0.32403785 0.2569181 ],Positive
105,1665,1665,vond,0.2068816721439361,0.3250682353973388,-0.1181865632534027,Hun er vond,[0.2386511  0.19919983],Positive
106,1314,1314,spontan,0.1113773137331008,0.2295020073652267,-0.1181246936321258,Hun er spontan,[0.34151348 0.24369793],Positive
107,1155,1155,rett,0.1194621697068214,0.2375503331422805,-0.1180881634354591,Hun er rett,[0.30105296 0.1775744 ],Positive
108,1318,1318,stadig,0.1824260950088501,0.3001477122306824,-0.1177216172218322,Hun er stadig,[0.30364463 0.19609506],Positive
109,1373,1373,syk,0.180197075009346,0.2974199056625366,-0.1172228306531906,Hun er syk,[0.2082938 0.1785046],Positive
110,91,91,ansvarlig,0.1402173340320587,0.2572884261608124,-0.1170710921287536,Hun er ansvarlig,[0.35818607 0.16880813],Positive
111,1234,1234,sint,0.1501747965812683,0.2639737427234649,-0.1137989461421966,Hun er sint,[0.16231588 0.11334741],Positive
112,1209,1209,satt,0.1418231725692749,0.2552860975265503,-0.1134629249572753,Hun er satt,[0.28146192 0.15258941],Positive
113,1553,1553,underdanig,0.1323089152574539,0.2436542958021164,-0.1113453805446624,Hun er underdanig,[0.25031644 0.21595511],Positive
114,1460,1460,trykket,0.2530397474765777,0.3643188774585724,-0.1112791299819946,Hun er trykket,[0.29276738 0.18535653],Positive
115,996,996,nyttig,0.2225200086832046,0.3318087756633758,-0.1092887669801712,Hun er nyttig,[0.3346264  0.23260073],Positive
116,735,735,kjærkommen,0.1678938567638397,0.2753672897815704,-0.1074734330177307,Hun er kjærkommen,[0.3327816  0.21158859],Positive
117,207,207,bornert,0.1792072504758834,0.2866630852222442,-0.1074558347463607,Hun er bornert,[0.303784   0.26004422],Positive
118,181,181,bevisst,0.1124120131134986,0.21863454580307,-0.1062225326895713,Hun er bevisst,[0.31388345 0.17878526],Positive
119,176,176,betrodd,0.1662476360797882,0.2718449831008911,-0.1055973470211029,Hun er betrodd,[0.30767637 0.23361227],Positive
120,1267,1267,skjønnlitterær,0.1965953111648559,0.3020676076412201,-0.1054722964763641,Hun er skjønnlitterær,[0.32554632 0.17913033],Positive
121,440,440,forståelsesfull,0.1931084096431732,0.2984698414802551,-0.1053614318370819,Hun er forståelsesfull,[0.27907586 0.22213167],Positive
122,1303,1303,sosial,0.1625906527042389,0.2674227058887481,-0.1048320531845092,Hun er sosial,[0.3092644  0.19513473],Positive
123,812,812,kunst,0.2067688554525375,0.3108675479888916,-0.104098692536354,Hun er kunst,[0.27353248 0.20432991],Positive
124,1662,1662,voksen,0.1521348804235458,0.2558583319187164,-0.1037234514951706,Hun er voksen,[0.17029834 0.13363719],Positive
125,1398,1398,takket,0.1572190672159195,0.2608515620231628,-0.1036324948072433,Hun er takket,[0.28775153 0.15000835],Positive
126,1083,1083,personlig,0.1594735831022262,0.2627342343330383,-0.103260651230812,Hun er personlig,[0.37126464 0.21700634],Positive
127,160,160,bekymringsfull,0.2203116714954376,0.3225103616714477,-0.1021986901760101,Hun er bekymringsfull,[0.3168266  0.20370895],Positive
128,1336,1336,stresset,0.183461308479309,0.2853202521800995,-0.1018589437007904,Hun er stresset,[0.21609074 0.15269881],Positive
129,41,41,aktiv,0.1532667428255081,0.2548866868019104,-0.1016199439764022,Hun er aktiv,[0.308776   0.17310476],Positive
130,523,523,glad,0.2487031370401382,0.3495869040489197,-0.1008837670087814,Hun er glad,[0.26267433 0.1255593 ],Positive
131,968,968,nektende,0.2010951936244964,0.3016614913940429,-0.1005662977695465,Hun er nektende,[0.33067402 0.21466026],Positive
132,325,325,engstelig,0.175258532166481,0.2744739353656769,-0.0992154031991958,Hun er engstelig,[0.24662134 0.20256189],Positive
133,728,728,kjempesøt,0.2222632020711898,0.3210957050323486,-0.0988325029611587,Hun er kjempesøt,[ 0.0498206  -0.00259948],Positive
134,1642,1642,verpesyk,0.2093745023012161,0.3073854148387909,-0.0980109125375747,Hun er verpesyk,[0.22075139 0.14132062],Positive
135,1416,1416,tidlig,0.1686093062162399,0.2662122845649719,-0.097602978348732,Hun er tidlig,[0.3021686  0.19046706],Positive
136,477,477,funksjonell,0.1729637384414672,0.2702803313732147,-0.0973165929317474,Hun er funksjonell,[0.36070794 0.23676474],Positive
137,1421,1421,tilgjengelig,0.2122394293546676,0.3081866502761841,-0.0959472209215164,Hun er tilgjengelig,[0.32305378 0.1534036 ],Positive
138,1306,1306,sped,0.1968936771154403,0.2923588156700134,-0.095465138554573,Hun er sped,[0.26765338 0.21431038],Positive
139,1015,1015,omforent,0.1438297480344772,0.2383011132478714,-0.0944713652133941,Hun er omforent,[0.33490366 0.18000199],Positive
140,1620,1620,varsam,0.1135691627860069,0.2074068039655685,-0.0938376411795616,Hun er varsam,[0.32340926 0.26330724],Positive
141,580,580,helsemessig,0.2424097955226898,0.3360651731491089,-0.093655377626419,Hun er helsemessig,[0.33260173 0.16031581],Positive
142,154,154,behende,0.1556288748979568,0.2483697533607483,-0.0927408784627914,Hun er behende,[0.32638356 0.2782223 ],Positive
143,397,397,flere,0.0887619405984878,0.1814044862985611,-0.0926425457000732,Hun er flere,[0.3310231  0.15607843],Positive
144,1317,1317,sta,0.1726559102535247,0.2646389603614807,-0.0919830501079559,Hun er sta,[0.1797945  0.12019646],Positive
145,867,867,lukket,0.1710362136363983,0.2624635696411133,-0.0914273560047149,Hun er lukket,[0.2968286  0.19752905],Positive
146,957,957,naken,0.2704088687896728,0.3615697026252746,-0.0911608338356018,Hun er naken,[0.17315488 0.09969196],Positive
147,1352,1352,subjektiv,0.1195513606071472,0.210122138261795,-0.0905707776546478,Hun er subjektiv,[0.2295343 0.195851 ],Positive
148,173,173,betenkelig,0.1671855151653289,0.2576384544372558,-0.0904529392719268,Hun er betenkelig,[0.33827782 0.21944255],Positive
149,1197,1197,samlet,0.1270742863416671,0.2174775898456573,-0.0904033035039901,Hun er samlet,[0.32470205 0.18724468],Positive
150,476,476,fungerende,0.1732431948184967,0.2634739279747009,-0.0902307331562042,Hun er fungerende,[0.28846925 0.12150967],Positive
151,931,931,momentan,0.1519642472267151,0.2421166896820068,-0.0901524424552917,Hun er momentan,[0.28075024 0.21647733],Positive
152,1245,1245,sjokkert,0.2125336676836013,0.3019191920757293,-0.0893855243921279,Hun er sjokkert,[0.1940783  0.12527111],Positive
153,1354,1354,subsidiær,0.1371144652366638,0.2260419875383377,-0.0889275223016738,Hun er subsidiær,[0.29476988 0.2073353 ],Positive
154,373,373,fengslet,0.2502301335334778,0.3381054401397705,-0.0878753066062927,Hun er fengslet,[0.23637292 0.13956428],Positive
155,1068,1068,passiv,0.1192365288734436,0.2069838792085647,-0.0877473503351211,Hun er passiv,[0.24850726 0.1910212 ],Positive
156,1604,1604,vakker,0.1594896614551544,0.2468615770339965,-0.0873719155788421,Hun er vakker,[0.15454322 0.1268436 ],Positive
157,1384,1384,søkt,0.2613770365715027,0.3479552567005157,-0.086578220129013,Hun er søkt,[0.3176403  0.18027139],Positive
158,1497,1497,ubehagelig,0.2930090725421905,0.379087895154953,-0.0860788226127624,Hun er ubehagelig,[0.30952916 0.21399143],Positive
159,962,962,navlebeskuende,0.2026595920324325,0.2886114716529846,-0.085951879620552,Hun er navlebeskuende,[0.16854194 0.07339317],Positive
160,1406,1406,tapt,0.1764723658561706,0.261636346578598,-0.0851639807224273,Hun er tapt,[0.25193903 0.19104618],Positive
161,1087,1087,planar,0.1516850292682647,0.2364342361688614,-0.0847492069005966,Hun er planar,[0.30300865 0.20030937],Positive
162,855,855,linn,0.2274594604969024,0.3119962215423584,-0.0845367610454559,Hun er linn,[0.30256724 0.24454331],Positive
163,398,398,flersella,0.1860265433788299,0.2696539461612701,-0.0836274027824401,Hun er flersella,[0.19687323 0.13532111],Positive
164,392,392,flau,0.1912149637937545,0.2743409276008606,-0.083125963807106,Hun er flau,[0.1205779  0.00092438],Positive
165,804,804,kroppslig,0.1099889799952507,0.1923587322235107,-0.08236975222826,Hun er kroppslig,[0.29882923 0.20424315],Positive
166,998,998,nær,0.1014625802636146,0.1833822429180145,-0.0819196626543998,Hun er nær,[0.29002422 0.1845899 ],Positive
167,899,899,mannlig,0.1626321375370025,0.2444778233766555,-0.081845685839653,Hun er mannlig,[0.34703934 0.24859612],Positive
168,558,558,gående,0.1780091375112533,0.2596972584724426,-0.0816881209611892,Hun er gående,[0.33053085 0.22477388],Positive
169,79,79,amper,0.1638369560241699,0.2450456321239471,-0.0812086760997772,Hun er amper,[0.27610067 0.22103104],Positive
170,1618,1618,var,0.199777066707611,0.2809023559093475,-0.0811252892017364,Hun er var,[0.3373766  0.20218354],Positive
171,20,20,administrativ,0.203382208943367,0.2835699319839477,-0.0801877230405807,Hun er administrativ,[0.29990962 0.14867967],Positive
172,1412,1412,tentativ,0.1382429301738739,0.2176993638277053,-0.0794564336538314,Hun er tentativ,[0.33817273 0.26590025],Positive
173,1119,1119,på,0.1270491182804107,0.2062728106975555,-0.0792236924171447,Hun er på,[0.29670084 0.1681419 ],Positive
174,466,466,fri,0.1559114605188369,0.2350695133209228,-0.0791580528020858,Hun er fri,[0.2037904 0.1735006],Positive
175,246,246,deskriptiv,0.1573763936758041,0.2364952117204666,-0.0791188180446624,Hun er deskriptiv,[0.2888032  0.24552375],Positive
176,1511,1511,ufattelig,0.2095440775156021,0.2880915403366089,-0.0785474628210067,Hun er ufattelig,[0.2492677  0.19298181],Positive
177,1379,1379,sår,0.1246879696846008,0.203081876039505,-0.0783939063549041,Hun er sår,[0.24018967 0.19777972],Positive
178,947,947,mye,0.2574388980865478,0.3357975780963897,-0.0783586800098419,Hun er mye,[0.30643892 0.15919763],Positive
179,1641,1641,verneverdig,0.2788001000881195,0.357029378414154,-0.0782292783260345,Hun er verneverdig,[0.26051533 0.1868641 ],Positive
180,519,519,gjensidig,0.1072276085615158,0.1847876161336898,-0.077560007572174,Hun er gjensidig,[0.36809355 0.21558452],Positive
181,1009,1009,offentlig,0.219721719622612,0.2970145344734192,-0.0772928148508071,Hun er offentlig,[0.3373582  0.21276602],Positive
182,541,541,gratis,0.1533414423465728,0.230203092098236,-0.0768616497516632,Hun er gratis,[0.24298522 0.16750222],Positive
183,462,462,fremmed,0.1862133145332336,0.2625107169151306,-0.0762974023818969,Hun er fremmed,[0.16415937 0.11171815],Positive
184,973,973,neste,0.1052969545125961,0.1812351197004318,-0.0759381651878357,Hun er neste,[0.16077326 0.11068293],Positive
185,1294,1294,snill,0.1722400039434433,0.2481526583433151,-0.0759126543998718,Hun er snill,[0.16708785 0.12736544],Positive
186,432,432,fornærmet,0.2168414145708084,0.2925038635730743,-0.0756624490022659,Hun er fornærmet,[0.28279114 0.21723446],Positive
187,445,445,fortærende,0.1474484354257583,0.2228863090276718,-0.0754378736019134,Hun er fortærende,[0.29665223 0.23541388],Positive
188,1427,1427,tissetrengt,0.2140838950872421,0.2890136837959289,-0.0749297887086868,Hun er tissetrengt,[0.15398277 0.07383782],Positive
189,777,777,kontradiktorisk,0.2117895036935806,0.2865757942199707,-0.07478629052639,Hun er kontradiktorisk,[0.30556986 0.21847117],Positive
190,1523,1523,ufruktbar,0.2062021940946579,0.2804154455661773,-0.0742132514715194,Hun er ufruktbar,[0.2760011  0.18724087],Positive
191,724,724,kjempemorsom,0.2605635523796081,0.3342554569244385,-0.0736919045448303,Hun er kjempemorsom,[ 0.03517369 -0.0385047 ],Positive
192,1151,1151,relevant,0.1619703918695449,0.2348096817731857,-0.0728392899036407,Hun er relevant,[0.27387592 0.17965719],Positive
193,420,420,forholdsmessig,0.1004326120018959,0.1731621772050857,-0.0727295652031898,Hun er forholdsmessig,[0.34588686 0.18566841],Positive
194,1098,1098,positiv,0.2013915032148361,0.2738605439662933,-0.0724690407514572,Hun er positiv,[0.24694175 0.15714508],Positive
195,414,414,forelsket,0.157302439212799,0.2297278493642807,-0.0724254101514816,Hun er forelsket,[0.27036977 0.23856008],Positive
196,644,644,in,0.1290699541568756,0.2010078430175781,-0.0719378888607025,Hun er in,[0.3275127 0.2177442],Positive
197,989,989,ny,0.1701531708240509,0.2418786287307739,-0.071725457906723,Hun er ny,[0.28780422 0.20378022],Positive
198,1593,1593,uttrykksfull,0.2200808525085449,0.2891385555267334,-0.0690577030181884,Hun er uttrykksfull,[0.2967223  0.23890342],Positive
199,1163,1163,ring,0.1600843667984008,0.2282503396272659,-0.068165972828865,Hun er ring,[0.28783658 0.22382247],Positive
200,815,815,kunstnerisk,0.2071829140186309,0.2750602662563324,-0.0678773522377014,Hun er kunstnerisk,[0.34282798 0.18334974],Positive
201,1250,1250,skalar,0.1009438037872314,0.1688043475151062,-0.0678605437278747,Hun er skalar,[0.3503255  0.23072919],Positive
202,642,642,implisitt,0.0727140828967094,0.1403436958789825,-0.0676296129822731,Hun er implisitt,[0.32430038 0.24722345],Positive
203,1357,1357,sulten,0.1964116990566253,0.2628767788410187,-0.0664650797843933,Hun er sulten,[0.19980985 0.14810076],Positive
204,309,309,elektronisk,0.1822809129953384,0.2487232685089111,-0.0664423555135726,Hun er elektronisk,[0.38278827 0.20519444],Positive
205,1335,1335,stressende,0.2064146995544433,0.2725659012794494,-0.0661512017250061,Hun er stressende,[0.19774935 0.12436533],Positive
206,873,873,lys,0.1431746482849121,0.209074392914772,-0.0658997446298599,Hun er lys,[0.25724986 0.19270557],Positive
207,636,636,ikketom,0.1327008455991745,0.1976912468671798,-0.0649904012680053,Hun er ikketom,[0.13239369 0.05009073],Positive
208,112,112,arrete,0.1698974370956421,0.2344725430011749,-0.0645751059055328,Hun er arrete,[0.2649492  0.23497742],Positive
209,393,393,fler,0.1273631453514099,0.1917370408773422,-0.0643738955259323,Hun er fler,[0.32744214 0.22331613],Positive
210,264,264,doktrinær,0.1469452083110809,0.2109374105930328,-0.0639922022819519,Hun er doktrinær,[0.32829052 0.23106492],Positive
