,Adjektiv,P(han),P(hun),Differanse
75,ambivalent,0.575434684753418,0.3016035556793213,0.2738311290740967
76,amerikansk,0.48680612444877625,0.19345352053642273,0.2933526039123535
77,amfibisk,0.19288112223148346,0.070344939827919,0.12253618240356445
78,amper,0.13794198632240295,0.11880597472190857,0.019136011600494385
79,anal,0.6488005518913269,0.19502031803131104,0.45378023386001587
80,analytisk,0.826744794845581,0.0884547084569931,0.738290086388588
81,angivelig,0.49568697810173035,0.11447746306657791,0.38120951503515244
82,anglikansk,0.8735325932502747,0.055174533277750015,0.8183580599725246
83,annen,0.5752506256103516,0.10408195853233337,0.4711686670780182
84,annerledes,0.6455079317092896,0.20394378900527954,0.44156414270401
85,annleis,0.589484453201294,0.2622618079185486,0.32722264528274536
86,anonym,0.3270125687122345,0.23136134445667267,0.09565122425556183
87,ansatt,0.5984134078025818,0.07057205587625504,0.5278413519263268
88,anskuelig,0.8008663654327393,0.11432219296693802,0.6865441724658012
89,anstendig,0.7471391558647156,0.1527939736843109,0.5943451821804047
90,ansvarlig,0.6053242087364197,0.16043365001678467,0.444890558719635
91,ansvarsfull,0.5236821174621582,0.25057098269462585,0.27311113476753235
92,ansvarsløs,0.4626918435096741,0.25381410121917725,0.20887774229049683
93,antonym,0.40909263491630554,0.09182713180780411,0.31726550310850143
94,antropocen,0.37565088272094727,0.038955576717853546,0.3366953060030937
95,apologetisk,0.8660964965820312,0.05393943563103676,0.8121570609509945
96,apostolisk,0.8348145484924316,0.06679786741733551,0.7680166810750961
97,aprikos,0.8475891947746277,0.03571176528930664,0.811877429485321
98,arabisk,0.8468349575996399,0.05858488380908966,0.7882500737905502
99,arameisk,0.8275806307792664,0.07762068510055542,0.7499599456787109
100,arbeidende,0.8261974453926086,0.05256843939423561,0.773629005998373
101,arbeidsledig,0.572251558303833,0.11748150736093521,0.4547700509428978
102,arbeidsløs,0.6837493777275085,0.1519378423690796,0.531811535358429
103,arbeidsom,0.765342116355896,0.05089079216122627,0.7144513241946697
104,arbeidssky,0.7002565264701843,0.2004692554473877,0.49978727102279663
105,arealmessig,0.15205514430999756,0.06227269768714905,0.08978244662284851
106,arg,0.45680588483810425,0.09710369259119034,0.3597021922469139
107,ariansk,0.8034629821777344,0.07151120901107788,0.7319517731666565
108,aristokratisk,0.862973153591156,0.04843687638640404,0.814536277204752
109,aritmetisk,0.7788708209991455,0.1157701313495636,0.6631006896495819
110,arm,0.41276487708091736,0.040029652416706085,0.3727352246642113
111,armensk,0.6720073819160461,0.10404536873102188,0.5679620131850243
112,arrete,0.5557491183280945,0.19348099827766418,0.3622681200504303
113,arrogant,0.695866584777832,0.10189296305179596,0.5939736217260361
114,artig,0.5901519656181335,0.2339494824409485,0.35620248317718506
115,arveløs,0.1618824005126953,0.14014177024364471,0.021740630269050598
116,aserbajdsjansk,0.8703563809394836,0.038327906280756,0.8320284746587276
117,asimutal,0.7777997851371765,0.07781392335891724,0.6999858617782593
118,askefast,0.7005296945571899,0.16124510765075684,0.5392845869064331
119,asosial,0.6840186715126038,0.15635758638381958,0.5276610851287842
120,astrologisk,0.7918000221252441,0.047798581421375275,0.7440014407038689
121,asyklisk,0.5026831030845642,0.1411495804786682,0.361533522605896
122,asymmetrisk,0.11223791539669037,0.04430270940065384,0.06793520599603653
123,attributiv,0.758015513420105,0.12880727648735046,0.6292082369327545
124,attråverdig,0.7160380482673645,0.15283338725566864,0.5632046610116959
125,atypisk,0.4677915871143341,0.2706074118614197,0.19718417525291443
126,autonom,0.14192496240139008,0.10174279659986496,0.040182165801525116
127,autorisert,0.7116498947143555,0.10951194167137146,0.602137953042984
128,avansert,0.8478447198867798,0.057968463748693466,0.7898762561380863
129,avbaklig,0.7201913595199585,0.18929681181907654,0.530894547700882
130,avgjørende,0.649566113948822,0.1613878458738327,0.4881782680749893
131,avhengig,0.406582236289978,0.21705158054828644,0.1895306557416916
132,avind,0.526958703994751,0.12606115639209747,0.4008975476026535
133,avleggs,0.789850115776062,0.1015375554561615,0.6883125603199005
134,avskrekkende,0.5165548920631409,0.16601598262786865,0.3505389094352722
135,avskrudd,0.7824188470840454,0.10462688654661179,0.6777919605374336
136,avslappa,0.619706928730011,0.24412710964679718,0.3755798190832138
137,avslappet,0.5555323362350464,0.2457493543624878,0.3097829818725586
138,bakenforliggende,0.5342780947685242,0.15626570582389832,0.37801238894462585
139,banal,0.8437883257865906,0.07663202285766602,0.7671563029289246
140,bange,0.7364754676818848,0.06265661865472794,0.6738188490271568
141,bar,0.6967038512229919,0.046587347984313965,0.650116503238678
142,barmhjertig,0.7868437170982361,0.14326605200767517,0.6435776650905609
143,barokk,0.9247322678565979,0.020977942273020744,0.9037543255835772
144,baskisk,0.732713520526886,0.03844313696026802,0.694270383566618
145,bedriten,0.814148485660553,0.10396373271942139,0.7101847529411316
146,befestet,0.6198551654815674,0.17352654039859772,0.44632862508296967
147,befolkningsmessig,0.5395991802215576,0.21704792976379395,0.32255125045776367
148,begjærlig,0.5484371185302734,0.33247044682502747,0.21596667170524597
149,begrenset,0.45538192987442017,0.14155793190002441,0.31382399797439575
150,begrepsmessig,0.5398721098899841,0.2578853368759155,0.2819867730140686
151,behagelig,0.5071426630020142,0.343149870634079,0.16399279236793518
152,behende,0.6771016120910645,0.1788344532251358,0.49826715886592865
153,behendig,0.6977845430374146,0.17359459400177002,0.5241899490356445
154,bein,0.20575080811977386,0.02577248588204384,0.17997832223773003
155,bekjent,0.49188387393951416,0.07245220243930817,0.419431671500206
156,beklagelig,0.2613784074783325,0.2016502022743225,0.05972820520401001
157,bekymret,0.43311607837677,0.14622317254543304,0.286892905831337
158,bekymringsfull,0.2808101773262024,0.20454621315002441,0.07626396417617798
159,bekymringsverdig,0.28924378752708435,0.163558229804039,0.12568555772304535
160,beleven,0.7590880393981934,0.09745511412620544,0.6616329252719879
161,belærende,0.525721549987793,0.3375451862812042,0.18817636370658875
162,ben,0.5328576564788818,0.07518522441387177,0.45767243206501007
163,bereist,0.8374025225639343,0.08867837488651276,0.7487241476774216
164,bergensk,0.6445504426956177,0.12950561940670013,0.5150448232889175
165,beryktet,0.8015506863594055,0.04663075506687164,0.7549199312925339
166,berømt,0.7896699905395508,0.09399037808179855,0.6956796124577522
167,beskjeden,0.48528358340263367,0.31879836320877075,0.16648522019386292
168,bestandig,0.12657007575035095,0.13878458738327026,-0.012214511632919312
169,besvart,0.7121763825416565,0.1074960008263588,0.6046803817152977
170,betenkelig,0.25705787539482117,0.09993185102939606,0.1571260243654251
171,betimelig,0.5369617342948914,0.15667349100112915,0.3802882432937622
172,betraktelig,0.719101071357727,0.17295663058757782,0.5461444407701492
173,betrodd,0.7804086804389954,0.07998330146074295,0.7004253789782524
174,betydelig,0.793595016002655,0.11347290873527527,0.6801221072673798
175,beundringsverdig,0.5840379204601049,0.14050263166427612,0.4435352887958288
176,bevegelig,0.21341019868850708,0.19649621844291687,0.01691398024559021
177,beveget,0.660479724407196,0.19960981607437134,0.4608699083328247
178,bevisst,0.4991489350795746,0.2202349305152893,0.2789140045642853
179,bevokst,0.41358503699302673,0.14355984330177307,0.27002519369125366
180,biaksial,0.605445146560669,0.06216228008270264,0.5432828664779663
181,bibelsk,0.7621622681617737,0.07738424092531204,0.6847780272364616
182,bibliofil,0.7160614132881165,0.07137518376111984,0.6446862295269966
183,biennal,0.5737471580505371,0.2786259353160858,0.2951212227344513
184,bikkjekald,0.6578606963157654,0.188188374042511,0.4696723222732544
185,billig,0.6993538737297058,0.10591895133256912,0.5934349223971367
186,binær,0.721745491027832,0.026270754635334015,0.695474736392498
187,biologisk,0.08024316281080246,0.08624875545501709,-0.00600559264421463
188,biomimetisk,0.4356893301010132,0.16314497590065002,0.27254435420036316
189,bisarr,0.2870807349681854,0.0911458358168602,0.19593489915132523
190,bitter,0.3931061327457428,0.26605284214019775,0.12705329060554504
191,blakk,0.6245231032371521,0.16534774005413055,0.45917536318302155
192,blakk som en kirkerotte,0.686964750289917,0.19813813269138336,0.48882661759853363
193,blaut,0.5108407735824585,0.0952395424246788,0.4156012311577797
194,blek,0.3443175256252289,0.20245687663555145,0.14186064898967743
195,blendahvit,0.765973687171936,0.13137060403823853,0.6346030831336975
196,blid,0.6018452644348145,0.29473087191581726,0.3071143925189972
197,blind,0.0304789450019598,0.047313034534454346,-0.016834089532494545
198,blivende,0.4620262682437897,0.1395871341228485,0.32243913412094116
199,blodig,0.5343112349510193,0.16895675659179688,0.3653544783592224
200,blå,0.27816060185432434,0.2000262439250946,0.07813435792922974
201,blåøyd,0.26510709524154663,0.07271766662597656,0.19238942861557007
202,bløtaktig,0.3179221749305725,0.2892928719520569,0.028629302978515625
203,bornert,0.6699152588844299,0.12965404987335205,0.5402612090110779
204,botanisk,0.08951698243618011,0.020025627687573433,0.06949135474860668
205,bra,0.6886833310127258,0.13267990946769714,0.5560034215450287
206,bra nok,0.5072726234793663,0.16407379508018494,0.34319882839918137
207,brakk,0.7020546197891235,0.17961913347244263,0.5224354863166809
208,brannrød,0.8123995065689087,0.08855556696653366,0.723843939602375
209,brasiliansk,0.5055856704711914,0.13946379721164703,0.3661218732595444
210,bred,0.6739590167999268,0.1607033759355545,0.5132556408643723
211,brekkekkel,0.8580633401870728,0.054065603762865067,0.8039977364242077
212,brent,0.8333117961883545,0.0867743045091629,0.7465374916791916
213,bretonsk,0.47589102387428284,0.11122727394104004,0.3646637499332428
214,brisen,0.760094165802002,0.13547268509864807,0.6246214807033539
215,brukelig,0.6447650194168091,0.17303475737571716,0.4717302620410919
216,brukket,0.3609166145324707,0.07519232481718063,0.28572428971529007
217,brusten,0.6704606413841248,0.07171891629695892,0.5987417250871658
218,brutal,0.6848787665367126,0.19188794493675232,0.4929908215999603
219,brysom,0.539263904094696,0.34741339087486267,0.19185051321983337
220,bråkjekk,0.4783424735069275,0.08237031102180481,0.3959721624851227
221,buet,0.6886335015296936,0.040806468576192856,0.6478270329535007
222,buldrende,0.6765003800392151,0.16060571372509003,0.5158946663141251
223,bundet,0.3856678307056427,0.14292877912521362,0.24273905158042908
224,burkinsk,0.6687784194946289,0.07662542164325714,0.5921529978513718
225,bymessig,0.5888680815696716,0.24409334361553192,0.3447747379541397
226,bægjen,0.7590077519416809,0.12740714848041534,0.6316006034612656
227,bøyelig,0.5865162014961243,0.14408522844314575,0.4424309730529785
228,cellulær,0.605724573135376,0.04801471531391144,0.5577098578214645
229,daddelverdig,0.7986942529678345,0.10594504326581955,0.6927492097020149
230,daglig,0.5462167859077454,0.2906207740306854,0.25559601187705994
231,dagligdags,0.4679700434207916,0.24535606801509857,0.22261397540569305
232,dansk,0.67572021484375,0.12487925589084625,0.5508409589529037
233,dedikert,0.7859609723091125,0.08130624145269394,0.7046547308564186
234,deform,0.25425586104393005,0.0689181238412857,0.18533773720264435
235,deilig,0.40428826212882996,0.3725380301475525,0.031750231981277466
236,delelig,0.5731934905052185,0.2055453658103943,0.3676481246948242
237,demokratisk,0.7150562405586243,0.18943040072917938,0.5256258398294449
238,demonstrativ,0.905305802822113,0.040961187332868576,0.8643446154892445
239,desidert,0.5618861317634583,0.18199598789215088,0.3798901438713074
240,deskriptiv,0.8133448958396912,0.0815078392624855,0.7318370565772057
241,detaljert,0.565765917301178,0.24785667657852173,0.31790924072265625
242,diagonal,0.7177959084510803,0.05616263672709465,0.6616332717239857
243,diffus,0.6623151898384094,0.20817828178405762,0.4541369080543518
244,diger,0.7045889496803284,0.05764950066804886,0.6469394490122795
245,digg,0.7603537440299988,0.13084237277507782,0.629511371254921
246,direkte,0.4543047845363617,0.23649604618549347,0.21780873835086823
247,disig,0.869503915309906,0.05550024285912514,0.8140036724507809
248,disiplinert,0.6441232562065125,0.14389668405056,0.5002265721559525
249,diskret,0.5800542235374451,0.31031015515327454,0.26974406838417053
250,diskré,0.5675957202911377,0.34773480892181396,0.21986091136932373
251,distingvert,0.49504926800727844,0.2567581236362457,0.23829114437103271
252,distré,0.4879128038883209,0.34198638796806335,0.14592641592025757
253,diuretisk,0.5410569906234741,0.11582868546247482,0.4252283051609993
254,diverse,0.7474235892295837,0.16129352152347565,0.5861300677061081
255,djerv,0.8330406546592712,0.06284508854150772,0.7701955661177635
256,dobbel,0.6832101941108704,0.07508531212806702,0.6081248819828033
257,dogmatisk,0.5738637447357178,0.17709800601005554,0.39676573872566223
258,doktrinær,0.8820655941963196,0.056878380477428436,0.8251872137188911
259,dorsk,0.809640645980835,0.06302177906036377,0.7466188669204712
260,doven,0.49058687686920166,0.1344563066959381,0.35613057017326355
261,drektig,0.6442108750343323,0.17998626828193665,0.46422460675239563
262,drønnende,0.25766536593437195,0.10767696052789688,0.14998840540647507
263,drøy,0.3724417984485626,0.13898034393787384,0.23346145451068878
264,dum,0.3458680808544159,0.02044610306620598,0.3254219777882099
265,dum som en stut,0.7012728452682495,0.09004224836826324,0.6112305968999863
266,dum som et brød,0.7426852583885193,0.12164005637168884,0.6210452020168304
267,dyktig,0.8086819052696228,0.10941772907972336,0.6992641761898994
268,dyr,0.20331810414791107,0.05772018805146217,0.1455979160964489
269,dyrebar,0.7307307720184326,0.0805371031165123,0.6501936689019203
270,dyster,0.5673781633377075,0.24301190674304962,0.3243662565946579
271,dystopisk,0.8605688810348511,0.0634707435965538,0.7970981374382973
272,dårlig,0.5847043395042419,0.2971360683441162,0.28756827116012573
273,død som en sild,0.17771831154823303,0.09020379930734634,0.08751451224088669
274,dødelig,0.5443956851959229,0.15831822156906128,0.3860774636268616
275,dødskjedelig,0.3143152594566345,0.13716888427734375,0.17714637517929077
276,edel,0.4723554253578186,0.07104551047086716,0.40130991488695145
277,effektfull,0.40492674708366394,0.2784499526023865,0.12647679448127747
278,effektiv,0.7089894413948059,0.20231187343597412,0.5066775679588318
279,egen,0.1605924367904663,0.13749487698078156,0.023097559809684753
280,egentlig,0.6028928756713867,0.13487979769706726,0.46801307797431946
281,egoistisk,0.6474575996398926,0.22981427609920502,0.41764332354068756
282,eigen,0.5508856177330017,0.25375112891197205,0.29713448882102966
283,eklektisk,0.11753896623849869,0.06463432312011719,0.0529046431183815
284,eksakt,0.634077787399292,0.1741764396429062,0.4599013477563858
285,eksemplarisk,0.0575559176504612,0.03336562216281891,0.024190295487642288
286,eksplosiv,0.7181128859519958,0.1153876930475235,0.6027251929044724
287,eksponentiell,0.7995216846466064,0.10945234447717667,0.6900693401694298
288,ekstern,0.615288496017456,0.12304314225912094,0.4922453537583351
289,ekstra,0.46409058570861816,0.2575206756591797,0.20656991004943848
290,ekstracellulær,0.4034707546234131,0.055898718535900116,0.34757203608751297
291,ekstrem,0.8053374290466309,0.037821270525455475,0.7675161585211754
292,ekstrovert,0.4367982745170593,0.08394648134708405,0.3528517931699753
293,ekte,0.515976071357727,0.27904191613197327,0.23693415522575378
294,ekvivalent,0.758137047290802,0.12399781495332718,0.6341392323374748
295,elastisk,0.537202775478363,0.07974410802125931,0.45745866745710373
296,elegant,0.4870646893978119,0.36854633688926697,0.11851835250854492
297,elektrisk,0.730429470539093,0.1333632916212082,0.5970661789178848
298,elektrofysiologisk,0.5639424324035645,0.09816284477710724,0.4657795876264572
299,elektromekanisk,0.9045825004577637,0.046280067414045334,0.8583024330437183
300,elektronisk,0.708726167678833,0.17713457345962524,0.5315915942192078
301,ellevill,0.5162584185600281,0.3176286518573761,0.19862976670265198
302,emosjonell,0.5442923307418823,0.36203715205192566,0.18225517868995667
303,empatisk,0.7307934165000916,0.19624820351600647,0.5345452129840851
304,empirisk,0.48557329177856445,0.14867933094501495,0.3368939608335495
305,en-til-en,0.6491531729698181,0.119537852704525,0.5296153202652931
306,encellet,0.582099199295044,0.12502442300319672,0.45707477629184723
307,endelig,0.5584062337875366,0.1507975161075592,0.4076087176799774
308,endimensjonal,0.5776287913322449,0.25101736187934875,0.3266114294528961
309,eneste,0.5206454396247864,0.10320864617824554,0.41743679344654083
310,enfoldig,0.4494170844554901,0.19793418049812317,0.25148290395736694
311,eng,0.6343973875045776,0.16990382969379425,0.4644935578107834
312,engasjert,0.5692441463470459,0.26957231760025024,0.29967182874679565
313,engelsk,0.5989381074905396,0.10723672807216644,0.4917013794183731
314,engstelig,0.487369567155838,0.2331937551498413,0.2541758120059967
315,enig,0.794399082660675,0.09286699444055557,0.7015320882201195
316,enkel,0.7613842487335205,0.07601098716259003,0.6853732615709305
317,enkelt,0.5997748970985413,0.047568127512931824,0.5522067695856094
318,ensella,0.7619388103485107,0.0791742280125618,0.6827645823359489
319,ensellet,0.7587742209434509,0.10878162831068039,0.6499925926327705
320,ensom,0.3405011296272278,0.4308280050754547,-0.09032687544822693
321,enstemmig,0.7044127583503723,0.1863734871149063,0.518039271235466
322,entusiastisk,0.795767605304718,0.08818745613098145,0.7075801491737366
323,enverdig,0.6987724900245667,0.18968565762043,0.5090868324041367
324,envis,0.5748776197433472,0.2659133970737457,0.30896422266960144
325,erfaren,0.7261212468147278,0.15430083870887756,0.5718204081058502
326,ergerlig,0.6317577958106995,0.26802095770835876,0.3637368381023407
327,erten,0.49608325958251953,0.12605546414852142,0.3700277954339981
328,esoterisk,0.7280624508857727,0.1286138892173767,0.599448561668396
329,estetisk,0.5767415761947632,0.2665039896965027,0.3102375864982605
330,estisk,0.7323543429374695,0.12936972081661224,0.6029846221208572
331,estlandsk,0.7345625162124634,0.11356188356876373,0.6210006326436996
332,etiopisk,0.7503262758255005,0.12229865789413452,0.628027617931366
333,etnisk,0.6059561371803284,0.2734474539756775,0.3325086832046509
334,etnologisk,0.5686083436012268,0.1380925178527832,0.4305158257484436
335,etterpåklok,0.6651486754417419,0.09993451833724976,0.5652141571044922
336,ettertenksom,0.515900731086731,0.2982483208179474,0.21765241026878357
337,europeisk,0.4641393721103668,0.10815296322107315,0.35598640888929367
338,evig,0.5288683772087097,0.09155817329883575,0.43731020390987396
339,fabelaktig,0.6176136136054993,0.2888062298297882,0.32880738377571106
340,fair,0.7447662353515625,0.12886354327201843,0.6159026920795441
341,faktisk,0.6549847722053528,0.14657509326934814,0.5084096789360046
342,falklandsk,0.7922317981719971,0.06889434903860092,0.7233374491333961
343,fallitt,0.8350945115089417,0.04707068204879761,0.788023829460144
344,falsk,0.6290137767791748,0.13895432651042938,0.4900594502687454
345,famøs,0.5500730276107788,0.19514200091362,0.3549310266971588
346,fantastisk,0.5850998759269714,0.25130176544189453,0.3337981104850769
347,fantelig,0.7674052715301514,0.12980231642723083,0.6376029551029205
348,fargeløs,0.07716477662324905,0.10862527042627335,-0.03146049380302429
349,fascinerende,0.5839040279388428,0.2042982578277588,0.379605770111084
350,fast,0.5596586465835571,0.19569721817970276,0.36396142840385437
351,fattelig,0.6913638710975647,0.16325518488883972,0.528108686208725
352,fattig,0.5460301041603088,0.35717302560806274,0.1888570785522461
353,fattigfin,0.6765734553337097,0.18384183943271637,0.49273161590099335
354,fattigslig,0.4802038371562958,0.383943647146225,0.0962601900100708
355,feig,0.8211857676506042,0.07089769095182419,0.7502880766987801
356,feilvendt,0.7790626883506775,0.04843234643340111,0.7306303419172764
357,felles,0.2969535291194916,0.06990071386098862,0.22705281525850296
358,femstemmig,0.7055453658103943,0.1180184930562973,0.587526872754097
359,fengslende,0.5551213622093201,0.30085182189941406,0.254269540309906
360,fengslet,0.6821317672729492,0.14576958119869232,0.5363621860742569
361,fennoskandisk,0.7266232967376709,0.09298303723335266,0.6336402595043182
362,festlig,0.636049747467041,0.28117984533309937,0.35486990213394165
363,fet,0.6496958136558533,0.13477687537670135,0.5149189382791519
364,fett,0.20893599092960358,0.10872731357812881,0.10020867735147476
365,fille,0.8528867959976196,0.030302846804261208,0.8225839491933584
366,filmatisk,0.458507776260376,0.19039730727672577,0.2681104689836502
367,filosofisk,0.8771371245384216,0.055677205324172974,0.8214599192142487
368,fin,0.5494149327278137,0.3353935480117798,0.21402138471603394
369,finsk,0.7322806119918823,0.09948454052209854,0.6327960714697838
370,fiolett,0.7889659404754639,0.015595178119838238,0.7733707623556256
371,firedimensjonal,0.5379807353019714,0.1281234174966812,0.4098573178052902
372,firkantet,0.1770644336938858,0.06324738264083862,0.11381705105304718
373,firstemmig,0.6796307563781738,0.18213698267936707,0.49749377369880676
374,fjern,0.6446363925933838,0.11845358461141586,0.5261828079819679
375,fjåg,0.6392813920974731,0.10736146569252014,0.531919926404953
376,flamboyant,0.8219091892242432,0.053827039897441864,0.7680821493268013
377,flat,0.4474599063396454,0.24570462107658386,0.20175528526306152
378,fler,0.3931494653224945,0.07555808871984482,0.3175913766026497
379,flercellet,0.13677893579006195,0.031669747084379196,0.10510918870568275
380,flerdimensjonal,0.2584056556224823,0.0969148725271225,0.1614907830953598
381,flere,0.6649088263511658,0.13274013996124268,0.5321686863899231
382,flersella,0.4342716336250305,0.06969695538282394,0.3645746782422066
383,flersellet,0.5666940212249756,0.11530932039022446,0.45138470083475113
384,flerstemmig,0.5899959802627563,0.14391176402568817,0.4460842162370682
385,flerverdig,0.5432104468345642,0.2644769251346588,0.2787335216999054
386,flink,0.6800400614738464,0.14038559794425964,0.5396544635295868
387,florlett,0.2927970588207245,0.1470450460910797,0.14575201272964478
388,flott,0.5015621781349182,0.35140231251716614,0.15015986561775208
389,folkekjær,0.7646186351776123,0.12483734637498856,0.6397812888026237
390,folketallsmessig,0.6504387855529785,0.1296069175004959,0.5208318680524826
391,fonetisk,0.6604567170143127,0.07849099487066269,0.58196572214365
392,forbrytersk,0.7750920653343201,0.08374763280153275,0.6913444325327873
393,fordekt,0.5878662467002869,0.22029010951519012,0.36757613718509674
394,foreldet,0.3222406506538391,0.2930402159690857,0.029200434684753418
395,forelska,0.6183101534843445,0.11191746592521667,0.5063926875591278
396,forelsket,0.5379446744918823,0.30812180042266846,0.22982287406921387
397,forenelig,0.3556520342826843,0.13806317746639252,0.2175888568162918
398,forfalsket,0.4864489734172821,0.03941125422716141,0.4470377191901207
399,forfjamset,0.6183669567108154,0.29607218503952026,0.32229477167129517
400,forgjengelig,0.6022809147834778,0.25021278858184814,0.35206812620162964
401,forhenværende,0.6396005153656006,0.20325405895709991,0.43634645640850067
402,forholdsmessig,0.4746887683868408,0.22904373705387115,0.24564503133296967
403,forhutlet,0.7057401537895203,0.11534018069505692,0.5903999730944633
404,forknytt,0.5595174431800842,0.21667727828025818,0.34284016489982605
405,forlatt,0.3611098825931549,0.3253755271434784,0.035734355449676514
406,forløsende,0.6069692373275757,0.220961332321167,0.3860079050064087
407,formastelig,0.6623572707176208,0.19257891178131104,0.4697783589363098
408,formbar,0.685976505279541,0.05467941612005234,0.6312970891594887
409,formell,0.6559423804283142,0.16029644012451172,0.4956459403038025
410,formfullendt,0.6660851240158081,0.1503211259841919,0.5157639980316162
